004108 0 
040560 0 
078681 0 
071236 0 
038947 0 
079913 0 
069872 0 
022731 0 
026213 0 
076365 0 
055693 0 
037710 0 
057424 0 
005830 0 
022361 0 
056909 0 
014411 0 
084828 0 
003595 0 
037440 0 
064402 0 
023818 0 
055546 0 
039086 0 
098080 0 
086250 0 
013201 0 
078211 0 
011447 0 
092346 0 
084496 0 
026686 0 
023005 0 
024409 0 
061129 0 
023554 0 
097067 0 
055968 0 
078150 0 
093057 0 
061521 0 
066101 0 
062618 0 
072069 0 
056205 0 
077346 0 
073405 0 
065387 0 
089959 0 
048888 0 
020040 0 
091177 0 
094410 0 
013019 0 
030546 0 
033703 0 
002648 0 
055907 0 
072166 0 
031664 0 
078583 0 
049750 0 
074264 0 
023744 0 
080304 0 
067346 0 
029713 0 
030050 0 
033327 0 
039187 0 
089811 0 
060132 0 
099508 0 
005267 0 
095993 0 
006922 0 
023731 0 
012111 0 
074125 0 
027247 0 
049261 0 
081163 0 
097104 0 
057494 0 
088672 0 
033796 0 
024403 0 
070553 0 
095324 0 
031074 0 
054233 0 
025252 0 
089577 0 
003681 0 
012328 0 
020114 0 
015260 0 
078432 0 
001127 0 
044549 0 
025422 0 
072899 0 
035247 0 
095304 0 
010578 0 
018341 0 
024811 0 
083279 0 
075899 0 
096562 0 
075046 0 
014045 0 
014746 0 
049496 0 
072840 0 
017034 0 
052964 0 
078847 0 
071977 0 
098392 0 
063749 0 
044061 0 
016902 0 
017439 0 
050682 0 
092235 0 
059485 0 
050604 0 
003980 0 
097932 0 
063534 0 
004593 0 
015609 0 
014882 0 
041793 0 
067501 0 
007627 0 
030394 0 
046489 0 
015327 0 
042691 0 
007137 0 
096028 0 
099898 0 
069092 0 
096651 0 
079849 0 
096695 0 
016293 0 
098780 0 
081689 0 
052766 0 
046310 0 
048771 0 
043843 0 
080552 0 
056963 0 
052474 0 
099551 0 
019821 0 
076286 0 
065642 0 
000393 0 
093206 0 
003263 0 
083380 0 
060425 0 
008173 0 
069510 0 
002449 0 
085278 0 
032083 0 
010360 0 
050729 0 
045846 0 
007365 0 
016178 0 
082393 0 
076684 0 
032353 0 
086288 0 
030315 0 
056799 0 
066955 0 
093214 0 
099372 0 
070222 0 
010024 0 
010628 0 
030675 0 
042957 0 
045104 0 
074300 0 
007283 0 
042761 0 
094548 0 
005768 0 
021797 0 
004492 0 
004933 0 
086163 0 
027503 0 
091168 0 
049599 0 
030557 0 
097970 0 
055899 0 
038538 0 
072614 0 
042472 0 
019699 0 
096671 0 
008545 0 
000998 0 
095055 0 
022185 0 
060380 0 
085874 0 
068987 0 
098829 0 
077322 0 
076777 0 
034676 0 
012914 0 
093861 0 
072571 0 
060251 0 
021359 0 
014419 0 
019700 0 
030902 0 
079300 0 
093170 0 
006434 0 
060099 0 
057341 0 
079655 0 
077134 0 
095411 0 
044943 0 
036863 0 
089853 0 
026906 0 
065451 0 
028366 0 
025015 0 
078046 0 
043977 0 
072993 0 
070598 0 
052942 0 
075194 0 
048987 0 
092363 0 
014234 0 
011004 0 
071301 0 
094632 0 
053401 0 
023045 0 
071265 0 
059397 0 
033724 0 
092904 0 
065752 0 
028224 0 
027404 0 
031183 0 
006704 0 
068182 0 
031284 0 
087599 0 
009186 0 
077380 0 
029645 0 
014909 0 
024648 0 
005409 0 
081919 0 
046080 0 
017391 0 
070433 0 
056717 0 
036162 0 
004700 0 
080737 0 
012713 0 
003218 0 
087773 0 
041233 0 
053170 0 
091318 0 
050528 0 
031532 0 
051749 0 
060653 0 
026998 0 
061781 0 
057543 0 
035550 0 
041961 0 
060931 0 
073660 0 
025322 0 
065307 0 
084981 0 
036387 0 
052609 0 
068921 0 
074104 0 
057990 0 
076640 0 
096245 0 
017190 0 
024179 0 
079285 0 
083142 0 
017025 0 
037140 0 
042545 0 
033823 0 
021818 0 
089468 0 
025675 0 
050437 0 
039769 0 
035994 0 
013029 0 
043298 0 
031336 0 
061196 0 
036157 0 
089065 0 
022823 0 
071619 0 
049784 0 
074679 0 
010127 0 
085192 0 
065299 0 
097279 0 
085232 0 
005051 0 
033709 0 
002304 0 
045069 0 
038217 0 
066347 0 
070337 0 
032506 0 
075045 0 
017675 0 
032318 0 
012178 0 
040853 0 
068113 0 
025167 0 
042206 0 
034592 0 
003093 0 
087384 0 
012709 0 
098520 0 
071432 0 
086185 0 
015210 0 
067018 0 
081978 0 
024752 0 
021317 0 
073590 0 
092785 0 
079876 0 
028211 0 
046002 0 
032336 0 
088322 0 
029128 0 
032543 0 
056572 0 
027484 0 
064347 0 
003029 0 
000939 0 
009211 0 
073096 0 
070151 0 
052907 0 
037639 0 
083523 0 
045249 0 
008447 0 
088711 0 
092332 0 
024157 0 
007667 0 
068503 0 
000669 0 
011450 0 
092224 0 
031641 0 
002760 0 
080529 0 
042705 0 
016058 0 
071437 0 
060404 0 
016438 0 
069675 0 
098605 0 
037011 0 
059429 0 
094946 0 
061177 0 
031822 0 
002314 0 
005978 0 
040011 0 
088208 0 
089050 0 
050998 0 
099439 0 
093797 0 
024429 0 
043560 0 
001947 0 
085737 0 
055858 0 
006307 0 
081491 0 
039772 0 
046762 0 
050382 0 
017617 0 
031140 0 
039860 0 
037341 0 
041466 0 
057484 0 
006494 0 
089375 0 
041621 0 
080578 0 
054375 0 
024290 0 
009673 0 
049969 0 
032453 0 
004393 0 
021701 0 
093558 0 
071207 0 
068666 0 
041273 0 
036862 0 
037925 0 
049889 0 
013366 0 
039212 0 
048574 0 
065146 0 
092731 0 
032119 0 
022304 0 
079330 0 
049042 0 
003988 0 
051827 0 
004258 0 
010207 0 
006769 0 
008653 0 
043815 0 
046017 0 
074582 0 
061651 0 
015420 0 
022931 0 
080480 0 
001884 0 
048500 0 
054027 0 
038962 0 
077071 0 
099124 0 
082829 0 
071181 0 
021820 0 
006842 0 
014837 0 
036382 0 
074753 0 
006756 0 
002669 0 
094196 0 
050119 0 
087535 0 
018234 0 
085279 0 
093286 0 
003915 0 
089304 0 
049905 0 
040690 0 
022477 0 
068655 0 
067620 0 
086477 0 
016748 0 
002393 0 
003992 0 
066012 0 
074006 0 
061668 0 
099706 0 
031784 0 
088222 0 
023112 0 
035777 0 
070473 0 
001299 0 
053095 0 
028494 0 
067418 0 
033139 0 
080550 0 
072217 0 
056739 0 
091661 0 
029577 0 
050356 0 
045954 0 
036924 0 
042156 0 
046392 0 
099494 0 
098777 0 
045548 0 
003523 0 
083822 0 
007876 0 
043774 0 
076001 0 
037117 0 
039421 0 
050190 0 
008771 0 
015966 0 
083086 0 
085841 0 
024481 0 
098226 0 
001510 0 
079208 0 
017471 0 
045787 0 
065680 0 
049423 0 
037809 0 
006909 0 
005862 0 
069632 0 
020453 0 
076969 0 
097926 0 
097961 0 
064116 0 
090936 0 
048696 0 
093729 0 
063855 0 
035016 0 
011976 0 
080908 0 
071899 0 
026056 0 
034867 0 
069868 0 
046266 0 
076138 0 
065028 0 
089448 0 
076685 0 
056342 0 
067125 0 
065127 0 
048376 0 
086570 0 
098965 0 
033096 0 
065832 0 
051820 0 
011086 0 
006926 0 
073784 0 
076003 0 
024269 0 
082631 0 
